id,digit
3369,8
3370,3
3371,0
3372,3
3373,9
3374,1
3375,7
3376,3
3377,4
3378,2
3379,8
3380,3
3381,6
3382,5
3383,4
3384,9
3385,8
3386,3
3387,5
3388,2
3389,2
3390,4
3391,6
3392,9
3393,1
3394,0
3395,4
3396,5
3397,4
3398,6
3399,9
3400,6
3401,8
3402,9
3403,9
3404,0
3405,4
3406,9
3407,4
3408,0
3409,3
3410,8
3411,1
3412,9
3413,0
3414,6
3415,8
3416,9
3417,7
3418,7
3419,6
3420,0
3421,1
3422,1
3423,2
3424,0
3425,1
3426,1
3427,5
3428,1
3429,5
3430,1
3431,9
3432,6
3433,5
3434,1
3435,2
3436,3
3437,3
3438,9
3439,1
3440,1
3441,4
3442,3
3443,1
3444,1
3445,4
3446,3
3447,7
3448,1
3449,5
3450,1
3451,0
3452,8
3453,6
3454,9
3455,6
3456,5
3457,5
3458,5
3459,0
3460,8
3461,6
3462,1
3463,8
3464,9
3465,0
3466,1
3467,6
3468,7
3469,2
3470,3
3471,1
3472,1
3473,2
3474,4
3475,7
3476,8
3477,1
3478,9
3479,9
3480,2
3481,9
3482,8
3483,9
3484,4
3485,0
3486,0
3487,0
3488,7
3489,1
3490,7
3491,9
3492,5
3493,1
3494,3
3495,1
3496,8
3497,5
3498,1
3499,9
3500,2
3501,1
3502,9
3503,1
3504,0
3505,3
3506,2
3507,0
3508,3
3509,9
3510,6
3511,1
3512,6
3513,2
3514,1
3515,1
3516,8
3517,0
3518,8
3519,1
3520,7
3521,9
3522,2
3523,3
3524,3
3525,4
3526,8
3527,1
3528,0
3529,9
3530,6
3531,0
3532,6
3533,9
3534,1
3535,9
3536,7
3537,1
3538,5
3539,9
3540,1
3541,2
3542,7
3543,9
3544,2
3545,4
3546,6
3547,6
3548,9
3549,6
3550,4
3551,8
3552,1
3553,0
3554,1
3555,3
3556,9
3557,5
3558,4
3559,5
3560,8
3561,5
3562,3
3563,4
3564,6
3565,9
3566,7
3567,3
3568,9
3569,4
3570,9
3571,6
3572,3
3573,7
3574,8
3575,9
3576,6
3577,5
3578,5
3579,8
3580,4
3581,9
3582,6
3583,2
3584,9
3585,1
3586,7
3587,6
3588,4
3589,0
3590,0
3591,5
3592,6
3593,7
3594,1
3595,2
3596,3
3597,4
3598,4
3599,6
3600,9
3601,6
3602,4
3603,7
3604,4
3605,9
3606,6
3607,9
3608,7
3609,1
3610,3
3611,0
3612,9
3613,3
3614,7
3615,2
3616,9
3617,4
3618,0
3619,4
3620,5
3621,9
3622,9
3623,5
3624,4
3625,2
3626,9
3627,5
3628,5
3629,1
3630,9
3631,8
3632,9
3633,9
3634,7
3635,9
3636,2
3637,0
3638,8
3639,1
3640,6
3641,6
3642,5
3643,0
3644,5
3645,7
3646,4
3647,5
3648,6
3649,6
3650,9
3651,5
3652,7
3653,5
3654,6
3655,7
3656,1
3657,8
3658,5
3659,1
3660,9
3661,2
3662,1
3663,7
3664,7
3665,3
3666,3
3667,9
3668,7
3669,0
3670,1
3671,7
3672,4
3673,3
3674,4
3675,8
3676,9
3677,0
3678,1
3679,8
3680,2
3681,7
3682,6
3683,1
3684,2
3685,5
3686,4
3687,7
3688,9
3689,2
3690,1
3691,7
3692,5
3693,8
3694,9
3695,3
3696,1
3697,9
3698,4
3699,7
3700,7
3701,9
3702,2
3703,2
3704,3
3705,4
3706,1
3707,8
3708,6
3709,5
3710,3
3711,6
3712,3
3713,1
3714,1
3715,2
3716,2
3717,4
3718,3
3719,7
3720,1
3721,0
3722,2
3723,0
3724,8
3725,6
3726,6
3727,6
3728,7
3729,8
3730,0
3731,5
3732,1
3733,2
3734,9
3735,7
3736,0
3737,4
3738,0
3739,1
3740,2
3741,8
3742,0
3743,9
3744,5
3745,1
3746,0
3747,5
3748,4
3749,5
3750,6
3751,4
3752,4
3753,5
3754,0
3755,2
3756,3
3757,0
3758,4
3759,5
3760,1
3761,2
3762,4
3763,3
3764,6
3765,1
3766,3
3767,1
3768,5
3769,0
3770,3
3771,1
3772,7
3773,5
3774,6
3775,1
3776,2
3777,1
3778,3
3779,6
3780,2
3781,8
3782,7
3783,4
3784,2
3785,7
3786,2
3787,8
3788,0
3789,3
3790,9
3791,8
3792,7
3793,1
3794,1
3795,7
3796,7
3797,6
3798,0
3799,0
3800,0
3801,4
3802,3
3803,4
3804,6
3805,0
3806,0
3807,4
3808,3
3809,1
3810,2
3811,7
3812,6
3813,8
3814,9
3815,7
3816,9
3817,1
3818,6
3819,1
3820,0
3821,1
3822,0
3823,7
3824,7
3825,2
3826,6
3827,6
3828,1
3829,1
3830,3
3831,9
3832,3
3833,6
3834,7
3835,8
3836,6
3837,5
3838,2
3839,7
3840,3
3841,7
3842,2
3843,0
3844,4
3845,7
3846,4
3847,4
3848,8
3849,3
3850,0
3851,5
3852,7
3853,4
3854,7
3855,7
3856,1
3857,2
3858,5
3859,0
3860,5
3861,0
3862,7
3863,3
3864,4
3865,0
3866,6
3867,0
3868,4
3869,2
3870,3
3871,8
3872,8
3873,7
3874,6
3875,4
3876,5
3877,2
3878,4
3879,4
3880,7
3881,7
3882,3
3883,3
3884,3
3885,6
3886,7
3887,5
3888,1
3889,7
3890,1
3891,6
3892,5
3893,9
3894,9
3895,9
3896,6
3897,8
3898,9
3899,1
3900,3
3901,9
3902,2
3903,0
3904,2
3905,1
3906,5
3907,9
3908,9
3909,0
3910,0
3911,9
3912,9
3913,8
3914,3
3915,6
3916,5
3917,8
3918,6
3919,0
3920,9
3921,6
3922,5
3923,6
3924,9
3925,8
3926,2
3927,1
3928,1
3929,4
3930,3
3931,5
3932,6
3933,0
3934,6
3935,8
3936,9
3937,6
3938,4
3939,7
3940,8
3941,2
3942,9
3943,7
3944,9
3945,3
3946,9
3947,5
3948,8
3949,8
3950,1
3951,6
3952,4
3953,2
3954,7
3955,1
3956,8
3957,2
3958,0
3959,9
3960,4
3961,2
3962,9
3963,5
3964,0
3965,0
3966,6
3967,2
3968,2
3969,5
3970,6
3971,5
3972,5
3973,6
3974,5
3975,2
3976,6
3977,1
3978,1
3979,3
3980,7
3981,6
3982,9
3983,8
3984,9
3985,9
3986,0
3987,0
3988,8
3989,3
3990,9
3991,9
3992,8
3993,9
3994,0
3995,3
3996,3
3997,0
3998,8
3999,7
4000,9
4001,8
4002,3
4003,2
4004,5
4005,1
4006,3
4007,6
4008,8
4009,6
4010,9
4011,2
4012,6
4013,4
4014,9
4015,2
4016,1
4017,0
4018,9
4019,4
4020,5
4021,9
4022,7
4023,5
4024,4
4025,9
4026,0
4027,4
4028,8
4029,6
4030,4
4031,6
4032,5
4033,2
4034,1
4035,5
4036,7
4037,9
4038,0
4039,3
4040,5
4041,5
4042,1
4043,7
4044,9
4045,1
4046,6
4047,4
4048,8
4049,6
4050,5
4051,9
4052,6
4053,3
4054,6
4055,2
4056,6
4057,4
4058,2
4059,0
4060,1
4061,8
4062,2
4063,9
4064,1
4065,9
4066,0
4067,9
4068,2
4069,1
4070,0
4071,7
4072,3
4073,5
4074,0
4075,5
4076,3
4077,1
4078,0
4079,7
4080,0
4081,1
4082,1
4083,7
4084,2
4085,5
4086,2
4087,3
4088,9
4089,0
4090,9
4091,6
4092,5
4093,1
4094,8
4095,2
4096,2
4097,9
4098,7
4099,6
4100,7
4101,5
4102,9
4103,2
4104,5
4105,2
4106,6
4107,9
4108,5
4109,1
4110,2
4111,5
4112,0
4113,2
4114,4
4115,7
4116,2
4117,2
4118,9
4119,9
4120,9
4121,9
4122,0
4123,4
4124,7
4125,9
4126,1
4127,0
4128,5
4129,7
4130,6
4131,1
4132,1
4133,4
4134,9
4135,9
4136,2
4137,9
4138,8
4139,9
4140,7
4141,1
4142,9
4143,4
4144,9
4145,2
4146,3
4147,0
4148,3
4149,4
4150,7
4151,2
4152,0
4153,1
4154,6
4155,4
4156,7
4157,3
4158,7
4159,8
4160,6
4161,6
4162,3
4163,7
4164,2
4165,0
4166,2
4167,1
4168,3
4169,8
4170,4
4171,2
4172,1
4173,3
4174,7
4175,4
4176,5
4177,0
4178,3
4179,5
4180,3
4181,9
4182,9
4183,3
4184,1
4185,9
4186,9
4187,2
4188,5
4189,0
4190,4
4191,4
4192,2
4193,8
4194,3
4195,9
4196,8
4197,0
4198,9
4199,1
4200,5
4201,1
4202,4
4203,1
4204,3
4205,2
4206,8
4207,6
4208,9
4209,7
4210,4
4211,9
4212,2
4213,5
4214,9
4215,9
4216,0
4217,8
4218,6
4219,1
4220,1
4221,1
4222,0
4223,4
4224,2
4225,2
4226,3
4227,8
4228,7
4229,1
4230,7
4231,1
4232,4
4233,4
4234,5
4235,6
4236,9
4237,1
4238,7
4239,1
4240,4
4241,9
4242,9
4243,7
4244,3
4245,1
4246,3
4247,9
4248,5
4249,0
4250,1
4251,0
4252,1
4253,3
4254,6
4255,3
4256,3
4257,2
4258,3
4259,1
4260,8
4261,2
4262,4
4263,7
4264,2
4265,7
4266,6
4267,5
4268,3
4269,0
4270,4
4271,9
4272,6
4273,6
4274,6
4275,1
4276,0
4277,9
4278,7
4279,2
4280,3
4281,7
4282,1
4283,0
4284,0
4285,5
4286,0
4287,2
4288,9
4289,4
4290,2
4291,8
4292,5
4293,4
4294,1
4295,8
4296,0
4297,2
4298,7
4299,4
4300,4
4301,3
4302,3
4303,3
4304,7
4305,0
4306,5
4307,0
4308,7
4309,3
4310,3
4311,0
4312,9
4313,6
4314,7
4315,1
4316,7
4317,3
4318,7
4319,5
4320,7
4321,9
4322,9
4323,1
4324,8
4325,3
4326,0
4327,7
4328,0
4329,6
4330,8
4331,8
4332,6
4333,6
4334,2
4335,6
4336,8
4337,3
4338,5
4339,8
4340,6
4341,0
4342,3
4343,7
4344,9
4345,9
4346,7
4347,7
4348,6
4349,6
4350,1
4351,8
4352,0
4353,2
4354,5
4355,6
4356,6
4357,1
4358,3
4359,6
4360,9
4361,1
4362,9
4363,8
4364,8
4365,6
4366,2
4367,8
4368,3
4369,5
4370,4
4371,6
4372,4
4373,9
4374,6
4375,7
4376,6
4377,7
4378,3
4379,7
4380,3
4381,0
4382,5
4383,0
4384,5
4385,7
4386,1
4387,5
4388,4
4389,4
4390,9
4391,2
4392,4
4393,9
4394,6
4395,1
4396,0
4397,5
4398,9
4399,6
4400,6
4401,6
4402,6
4403,5
4404,2
4405,9
4406,8
4407,2
4408,6
4409,9
4410,2
4411,0
4412,1
4413,3
4414,4
4415,7
4416,1
4417,2
4418,0
4419,4
4420,8
4421,5
4422,4
4423,6
4424,2
4425,1
4426,3
4427,5
4428,6
4429,9
4430,9
4431,5
4432,4
4433,8
4434,4
4435,7
4436,0
4437,4
4438,9
4439,7
4440,5
4441,2
4442,2
4443,1
4444,2
4445,2
4446,0
4447,7
4448,2
4449,8
4450,6
4451,9
4452,2
4453,8
4454,0
4455,5
4456,3
4457,6
4458,0
4459,1
4460,6
4461,0
4462,3
4463,1
4464,0
4465,9
4466,4
4467,3
4468,0
4469,8
4470,8
4471,4
4472,4
4473,8
4474,0
4475,6
4476,8
4477,7
4478,1
4479,3
4480,8
4481,2
4482,0
4483,1
4484,9
4485,0
4486,9
4487,5
4488,8
4489,1
4490,1
4491,6
4492,5
4493,2
4494,9
4495,5
4496,5
4497,9
4498,0
4499,1
4500,4
4501,2
4502,6
4503,8
4504,3
4505,0
4506,9
4507,7
4508,0
4509,1
4510,3
4511,5
4512,5
4513,0
4514,5
4515,4
4516,7
4517,8
4518,4
4519,7
4520,5
4521,7
4522,2
4523,6
4524,1
4525,1
4526,2
4527,8
4528,3
4529,6
4530,7
4531,0
4532,5
4533,1
4534,9
4535,1
4536,7
4537,6
4538,2
4539,4
4540,9
4541,6
4542,6
4543,2
4544,0
4545,2
4546,9
4547,0
4548,4
4549,3
4550,4
4551,3
4552,0
4553,3
4554,7
4555,5
4556,1
4557,2
4558,4
4559,9
4560,7
4561,1
4562,7
4563,7
4564,4
4565,7
4566,0
4567,3
4568,4
4569,4
4570,8
4571,7
4572,2
4573,9
4574,8
4575,4
4576,1
4577,1
4578,1
4579,9
4580,8
4581,5
4582,6
4583,1
4584,5
4585,5
4586,7
4587,5
4588,7
4589,6
4590,8
4591,0
4592,5
4593,6
4594,2
4595,2
4596,9
4597,5
4598,7
4599,1
4600,9
4601,5
4602,8
4603,2
4604,3
4605,4
4606,1
4607,5
4608,7
4609,9
4610,5
4611,0
4612,8
4613,4
4614,8
4615,2
4616,0
4617,5
4618,5
4619,8
4620,7
4621,8
4622,2
4623,9
4624,9
4625,9
4626,9
4627,7
4628,9
4629,2
4630,7
4631,9
4632,1
4633,4
4634,5
4635,2
4636,0
4637,3
4638,2
4639,6
4640,3
4641,7
4642,8
4643,6
4644,2
4645,8
4646,9
4647,6
4648,9
4649,6
4650,1
4651,5
4652,2
4653,4
4654,7
4655,5
4656,1
4657,5
4658,2
4659,7
4660,0
4661,5
4662,7
4663,5
4664,7
4665,9
4666,1
4667,2
4668,1
4669,0
4670,4
4671,7
4672,2
4673,2
4674,3
4675,0
4676,2
4677,1
4678,7
4679,2
4680,0
4681,9
4682,6
4683,7
4684,5
4685,5
4686,5
4687,4
4688,7
4689,2
4690,4
4691,5
4692,2
4693,5
4694,6
4695,5
4696,9
4697,0
4698,5
4699,5
4700,0
4701,3
4702,2
4703,4
4704,4
4705,7
4706,4
4707,8
4708,3
4709,6
4710,9
4711,1
4712,0
4713,0
4714,6
4715,2
4716,2
4717,2
4718,3
4719,4
4720,7
4721,3
4722,6
4723,9
4724,7
4725,1
4726,9
4727,6
4728,9
4729,9
4730,6
4731,9
4732,0
4733,9
4734,7
4735,8
4736,8
4737,6
4738,2
4739,0
4740,2
4741,0
4742,6
4743,9
4744,2
4745,6
4746,6
4747,3
4748,2
4749,6
4750,0
4751,0
4752,2
4753,6
4754,2
4755,1
4756,4
4757,1
4758,8
4759,5
4760,9
4761,9
4762,3
4763,5
4764,4
4765,3
4766,2
4767,9
4768,9
4769,0
4770,1
4771,1
4772,9
4773,2
4774,4
4775,9
4776,2
4777,8
4778,2
4779,3
4780,9
4781,1
4782,8
4783,6
4784,8
4785,1
4786,1
4787,6
4788,4
4789,0
4790,1
4791,5
4792,5
4793,7
4794,5
4795,0
4796,5
4797,5
4798,9
4799,9
4800,4
4801,5
4802,8
4803,5
4804,4
4805,2
4806,7
4807,5
4808,4
4809,5
4810,2
4811,7
4812,6
4813,3
4814,1
4815,5
4816,5
4817,2
4818,8
4819,5
4820,4
4821,8
4822,5
4823,2
4824,1
4825,9
4826,9
4827,0
4828,0
4829,5
4830,3
4831,7
4832,2
4833,9
4834,5
4835,2
4836,2
4837,5
4838,6
4839,4
4840,2
4841,2
4842,4
4843,1
4844,6
4845,2
4846,0
